"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1151931526973497344","https://twitter.com/DataONEorg/status/1151931526973497344",".@metamattj showing a time series break down of download metrics: An example of implementation of @makedatacount at @DataONEorg. Are your data in DataONE? Check out your usage metrics! https://t.co/OQGoZxCZrS","2019-07-18 19:07 +0000","2836.0","14.0","0.004936530324400564","1.0","0.0","5.0","4.0","1.0","0.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1151570936920854528","https://twitter.com/DataONEorg/status/1151570936920854528","Sophie Hou presenting on the @DataONEorg Education Evaluation tool within the training assessment workshop at #ESIPfed https://t.co/YnwYeHJ0QK https://t.co/LSk9wcIMCx","2019-07-17 19:14 +0000","1635.0","21.0","0.012844036697247707","0.0","0.0","4.0","1.0","5.0","0.0","8.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1151551231996940289","https://twitter.com/DataONEorg/status/1151551231996940289","Congratulations to @datadryad and @ZENODO_ORG on their recent award and commitment to forwarding open infrastructure solutions for researchers and publishers 
https://t.co/YAicP8wNFm","2019-07-17 17:56 +0000","5791.0","78.0","0.013469176308064238","6.0","0.0","25.0","7.0","24.0","0.0","16.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150838231446876160","https://twitter.com/DataONEorg/status/1150838231446876160","It wouldn’t be a @DataONEorg meeting without sticky notes. Colin Smith of @EDIgotdata finding value in DataONE services. https://t.co/U3nlKCWNMK","2019-07-15 18:43 +0000","1829.0","25.0","0.01366867140513942","1.0","0.0","9.0","5.0","2.0","0.0","1.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150837108942278657","https://twitter.com/DataONEorg/status/1150837108942278657","@rejectedbanana @halooie1 @dataone Agree on the importance of provenance, not so sure of the acronym ;) We have provenance trace for objects within DataONE and @metamattj will be talking about the many elements of the FAIR quality check in an #ESIPfed workshop with @tedhabermann on Tuesday https://t.co/5pIKwqexcv","2019-07-15 18:38 +0000","205.0","6.0","0.02926829268292683","0.0","0.0","1.0","0.0","2.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150799950202097664","https://twitter.com/DataONEorg/status/1150799950202097664","Transitioning @DataONEorg from a ‘project’ to a ‘program’. @metamattj talking at #DCM2019 about how DataONE will continue to support the community and grow the federation. https://t.co/vKbMUNFxUa","2019-07-15 16:11 +0000","2791.0","43.0","0.015406664278036546","2.0","0.0","7.0","9.0","7.0","2.0","3.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150796890939777024","https://twitter.com/DataONEorg/status/1150796890939777024","Provided it's FAIR https://t.co/E7Hp5c8dpx","2019-07-15 15:58 +0000","1188.0","6.0","0.005050505050505051","0.0","0.0","3.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150796669656715265","https://twitter.com/DataONEorg/status/1150796669656715265","Can't have too much data https://t.co/jgSs8zz0YJ","2019-07-15 15:58 +0000","1011.0","4.0","0.003956478733926805","1.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150791212590235648","https://twitter.com/DataONEorg/status/1150791212590235648","DataONE in Tacoma!!
Just getting started and pleased, as always, to be co-located with the @ESIPfed summer meeting. Join us - Rm 407 https://t.co/Nd40AoSRp5","2019-07-15 15:36 +0000","1129.0","18.0","0.015943312666076175","2.0","0.0","5.0","2.0","1.0","0.0","0.0","0.0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1145787146491650048","https://twitter.com/DataONEorg/status/1145787146491650048","Join @nceas and @DataONEorg in Santa Barbara for a one-week intensive Reproducible Research training workshop. Registration deadline next week.

https://t.co/jjWaNJ54xL","2019-07-01 20:11 +0000","2828.0","14.0","0.0049504950495049506","5.0","0.0","7.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
