"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1422228983429672962","https://twitter.com/DataONEorg/status/1422228983429672962","Got data questions? Day 1 of #ESA2021 and we're working with @arcticdatactri, @iDigBio, @NEON_sci, @EDIgotdata, @CUAHSI &amp; @nceas to support the
#DataHelpDesk. Use #DataHelpDesk to ask your #datamgmt questions and/or join our live sessions at noon PST M-Th https://t.co/l4sIdbxjV5","2021-08-02 16:13 +0000","1518.0","37.0","0.024374176548089592","6.0","0.0","8.0","9.0","6.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
