"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1035244203872116737","https://twitter.com/arcticdatactr/status/1035244203872116737","Phenological mismatch is increasing in a warming #Arctic. But what exactly is it? How does it affect GHG emissions? And how are geese involved? Check out the latest #Dataset Highlight w/Dr. Kathy Kelsey @uaanchorage &amp; her team to find out! https://t.co/V9yvW8OTUE @USUAggies https://t.co/0p81THX8rl","2018-08-30 19:13 +0000","1830.0","24.0","0.013114754098360656","1.0","0.0","3.0","1.0","8.0","1.0","5.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1033090339383300096","https://twitter.com/arcticdatactr/status/1033090339383300096","ATTN Arctic researchers: We're excited to announce applications for our Jan 2019 #Arctic Data Science Training are now OPEN! Join us @nceas to improve your #DataScience, #Rstats, #datamanagement skills &amp; more. We're looking forward to it already! Apply: https://t.co/NOzlsBA9mC https://t.co/aEfdBlfwQB","2018-08-24 20:35 +0000","4168.0","83.0","0.01991362763915547","9.0","0.0","7.0","6.0","25.0","0.0","12.0","0.0","0","0","0","0","0","24","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1031924034982703104","https://twitter.com/arcticdatactr/status/1031924034982703104","@ecojydrology @nceas @ecojydrology thank you for the suggestions. I don't think we have specifically reached out to those sources, but will certainly do so for our next call for data science training applicants (which will be posted by the end of the week for January 2019)","2018-08-21 15:20 +0000","120.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1030553491758964737","https://twitter.com/arcticdatactr/status/1030553491758964737","@ecojydrology @nceas and cannot fund international travel. But we would welcome any advice you might have to better share this information with northern communities - as it is something we are working to continually improve!","2018-08-17 20:34 +0000","190.0","2.0","0.010526315789473684","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1030552969845006336","https://twitter.com/arcticdatactr/status/1030552969845006336","@ecojydrology @nceas We're working to increase our outreach and engagement with the Arctic community so that everyone who is interested in participating is aware of these opportunities. We will be holding similar workshops in the future, but do have some funding restrictions on the location","2018-08-17 20:32 +0000","194.0","4.0","0.020618556701030927","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1030552183396134912","https://twitter.com/arcticdatactr/status/1030552183396134912","@ecojydrology @nceas @ecojydrology this workshop was indeed in a warm place, but the diverse group came from across the Arctic &amp; Arctic research field. Costs were covered for all participants (flights, hotels, meals), and the workshop was open to all Arctic researchers &amp; community members","2018-08-17 20:29 +0000","199.0","5.0","0.02512562814070352","0.0","1.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1030525445861588994","https://twitter.com/arcticdatactr/status/1030525445861588994","Fittingly, the last day of our #Arctic #datascience training is on #DATAPALOOZA day! We've enjoyed learning #dataviz #rstats #github &amp; more #data skills and sharing #opendata sources &amp; best #datamanagement practices w/this great group of researchers throughout the week @nceas https://t.co/MyNll8ENNn","2018-08-17 18:43 +0000","7421.0","116.0","0.015631316534159816","8.0","1.0","14.0","17.0","23.0","2.0","19.0","0.0","0","0","0","0","0","32","32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1030209195805630465","https://twitter.com/arcticdatactr/status/1030209195805630465","We're on day 4 of our #Arctic #datascience training @nceas &amp; @aebudden got everyone (briefly) away from their computers to identify their thinking preferences &amp; learn techniques for successful collaboration across personality-types #teamwork https://t.co/fgcG9ygY70","2018-08-16 21:46 +0000","1082.0","26.0","0.024029574861367836","1.0","0.0","5.0","2.0","5.0","0.0","8.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1029810387137396736","https://twitter.com/arcticdatactr/status/1029810387137396736","Day 3 of our #datascience training @nceas - collaborating to develop good #data modeling skills using the #Arctic Great Rivers dataset from @WoodsHoleResCtr  #OpenScience https://t.co/909W5K8T1m","2018-08-15 19:21 +0000","2625.0","45.0","0.017142857142857144","4.0","0.0","12.0","8.0","5.0","1.0","1.0","0.0","0","0","0","0","0","14","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1029137014862446592","https://twitter.com/arcticdatactr/status/1029137014862446592","@kelskelskels @nceas We're excited to have you join us for the training! It's sure to be a great week of sharing and learning","2018-08-13 22:45 +0000","91.0","4.0","0.04395604395604396","0.0","0.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1027622617044410368","https://twitter.com/arcticdatactr/status/1027622617044410368","It's the final day of the #ESA2018 Data Help Desk! Come stop by and learn how to create a good metadata record using our updated metadata editor at 3:30pm. Looking forward to meeting you &amp; talking #metadata! @EDIgotdata @iDigBio @EDIgotdata @DataONEorg @ESIPfed @datacite https://t.co/rcZFwsgwPU","2018-08-09 18:28 +0000","2833.0","34.0","0.01200141193081539","5.0","0.0","6.0","2.0","2.0","3.0","9.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1026858372249931777","https://twitter.com/arcticdatactr/status/1026858372249931777","Starting off Day 2 at the #ESA2018 Data Help Desk with an R workshop - come learn with us! Here's the schedule for the rest of the week: https://t.co/ccwwdgN0KN https://t.co/JKS8XpTnws","2018-08-07 15:51 +0000","482.0","6.0","0.012448132780082987","0.0","0.0","2.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
