"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"979405778409832448","https://twitter.com/arcticdatactr/status/979405778409832448","Only 2 days left to apply for our Arctic Data Science Training @nceas in August 2018! Come improve your #data management skills with fellow #Arctic researchers. Don't miss out - make sure to submit your application by this Friday, March 30: https://t.co/amGO2afwGL https://t.co/VmvkrxlPE5","2018-03-29 17:11 +0000","1847.0","16.0","0.008662696264212236","4.0","0.0","0.0","5.0","4.0","2.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"979128701072715776","https://twitter.com/arcticdatactr/status/979128701072715776","The first Synthesis Working Group is hard at work here @nceas https://t.co/Bc7mKRp5KZ","2018-03-28 22:50 +0000","458.0","9.0","0.019650655021834062","0.0","0.0","2.0","4.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"978391259373948928","https://twitter.com/arcticdatactr/status/978391259373948928","Only 5 days left to apply for our #Arctic Data Science Training happening this August 2018 @nceas. Improve your #data management skills &amp; meet fellow Arctic researchers - we can't wait to see you! Apps due Friday, March 30. Learn more &amp; apply today: https://t.co/amGO2afwGL https://t.co/aIf3owhzCX","2018-03-26 22:00 +0000","5716.0","40.0","0.006997900629811057","7.0","0.0","4.0","3.0","10.0","0.0","5.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"977271896688410625","https://twitter.com/arcticdatactr/status/977271896688410625","If you're at the 45th Annual Alaska Anthropological Association meeting today, too, make sure to stop by the Chum Room - our Training &amp; Outreach Coordinator, Vanessa Raymond, will be sharing why #Arctic #data management matters at 4pm AKDT. She looks forward to meeting you! https://t.co/JgE27hGsK2","2018-03-23 19:52 +0000","584.0","7.0","0.011986301369863013","0.0","0.0","1.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"977265162318094336","https://twitter.com/arcticdatactr/status/977265162318094336","We're excited to be at the 45th Annual Alaska Anthropological Association Meeting today! Learning about #SocialSciences work in #Alaska &amp; the #Arctic &amp; sharing best #data management practices. https://t.co/SGk9v7GlRi","2018-03-23 19:25 +0000","684.0","9.0","0.013157894736842105","0.0","0.0","3.0","1.0","1.0","0.0","2.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"976887951018864641","https://twitter.com/arcticdatactr/status/976887951018864641","#openaccess #data repositories are a team effort, so it's fitting that our 5,000th #metadata record comes from the O-Buoy #collaborative team project! Researchers from @UAFGI @BigelowLab @MBARI_News @PurdueChemistry &amp; more teamed up in the #Arctic Ocean: https://t.co/O3oKw2ZcLo https://t.co/foz5MW6kxj","2018-03-22 18:26 +0000","4500.0","58.0","0.012888888888888889","8.0","0.0","13.0","3.0","12.0","1.0","10.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"976799820076781568","https://twitter.com/arcticdatactr/status/976799820076781568","@tsyoung @nceas Will you be at #POLAR2018? We are running 3 short workshops there...","2018-03-22 12:36 +0000","557.0","3.0","0.005385996409335727","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"976157839444946946","https://twitter.com/arcticdatactr/status/976157839444946946","Happy #firstdayofspring! With break-up &amp; field season just around the corner, make sure to plan ahead for the 2018 #Arctic #Data Science Training @nceas! Applications due Fri March 30 Learn more and APPLY: https://t.co/wkrUFABWtM #DataScience #datamanagement #metadata #PolarPride https://t.co/7zF78a0htD","2018-03-20 18:05 +0000","1905.0","16.0","0.008398950131233596","1.0","0.0","3.0","3.0","6.0","0.0","2.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"974336415784828928","https://twitter.com/arcticdatactr/status/974336415784828928","Calling all #Arctic researchers: Want to improve your #data management skills &amp; learn ways to implement #DataScience tools in your work? Join us &amp; your arctic colleagues @nceas in August for our 2018 Arctic Data Science Training! Learn more &amp; Apply Today: https://t.co/wkrUFABWtM https://t.co/QssiANSzBE","2018-03-15 17:27 +0000","5644.0","99.0","0.01754075124025514","16.0","1.0","12.0","11.0","28.0","1.0","16.0","0.0","0","0","3","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"973637251510034433","https://twitter.com/arcticdatactr/status/973637251510034433","Recorded webinar on data management planning and the @DMPTool. The @arcticdatactr is currently working on a template for inclusion in the tool. Take a look at the current functionality.. 
https://t.co/SDVOh4sQxL","2018-03-13 19:09 +0000","547.0","1.0","0.0018281535648994515","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
